pathway,recall,d,p
NABA_COLLAGENS,0.068181818,3,41
WP_NEPHROTIC_SYNDROME,0.068181818,3,41
REACTOME_INTRA_GOLGI_TRAFFIC,0.068181818,3,41
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,0.068181818,3,41
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,0.068181818,3,41
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,0.068376068,16,218
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,0.068441065,18,245
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,0.068783069,13,176
WP_ONE_CARBON_METABOLISM,0.068965517,2,27
WP_SELECTIVE_EXPRESSION_OF_CHEMOKINE_RECEPTORS_DURING_TCELL_POLARIZATION,0.068965517,2,27
WP_RAS_AND_BRADYKININ_PATHWAYS_IN_COVID19,0.068965517,2,27
REACTOME_MRNA_CAPPING,0.068965517,2,27
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,0.068965517,2,27
REACTOME_MRNA_SPLICING,0.069518717,13,174
WP_VITAMIN_A_AND_CAROTENOID_METABOLISM,0.069767442,3,40
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS,0.069767442,3,40
REACTOME_HEDGEHOG_ON_STATE,0.069767442,6,80
REACTOME_TBC_RABGAPS,0.069767442,3,40
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,0.07,7,93
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,0.070422535,5,66
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,0.070422535,20,264
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.070906433,97,1271
REACTOME_MITOTIC_G2_G2_M_PHASES,0.07106599,14,183
BIOCARTA_RACC_PATHWAY,0.071428571,1,13
WP_DNA_REPLICATION,0.071428571,3,39
WP_KENNEDY_PATHWAY_FROM_SPHINGOLIPIDS,0.071428571,1,13
WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,0.071428571,3,39
WP_OMEGA9_FA_SYNTHESIS,0.071428571,1,13
WP_OMEGA3OMEGA6_FA_SYNTHESIS,0.071428571,1,13
BIOCARTA_AKAPCENTROSOME_PATHWAY,0.071428571,1,13
KEGG_HEDGEHOG_SIGNALING_PATHWAY,0.071428571,4,52
REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION,0.071428571,1,13
REACTOME_HEME_BIOSYNTHESIS,0.071428571,1,13
REACTOME_CARNITINE_METABOLISM,0.071428571,1,13
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION,0.071428571,3,39
REACTOME_SLC_TRANSPORTER_DISORDERS,0.071428571,7,91
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,0.071428571,2,26
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE,0.071428571,2,26
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION,0.071428571,2,26
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX,0.071428571,1,13
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,0.071942446,10,129
REACTOME_MITOTIC_SPINDLE_CHECKPOINT,0.072072072,8,103
REACTOME_INNATE_IMMUNE_SYSTEM,0.072324012,75,962
WP_FOLATE_METABOLISM,0.072463768,5,64
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY,0.072463768,5,64
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,0.072727273,4,51
REACTOME_NCAM1_INTERACTIONS,0.073170732,3,38
WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL,0.073333333,11,139
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,0.073684211,7,88
REACTOME_INSULIN_PROCESSING,0.074074074,2,25
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.074074074,2,25
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,0.074418605,16,199
REACTOME_SARS_COV_2_INFECTION,0.074626866,5,62
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,0.075,6,74
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.075862069,11,134
KEGG_CIRCADIAN_RHYTHM_MAMMAL,0.076923077,1,12
WP_GASTRIC_CANCER_NETWORK_1,0.076923077,2,24
WP_EDA_SIGNALLING_IN_HAIR_FOLLICLE_DEVELOPMENT,0.076923077,1,12
WP_CELLTYPE_DEPENDENT_SELECTIVITY_OF_CCK2R_SIGNALING,0.076923077,1,12
WP_SEROTONIN_AND_ANXIETYRELATED_EVENTS,0.076923077,1,12
WP_DOPAMINE_METABOLISM,0.076923077,1,12
WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT,0.076923077,1,12
WP_INTRACELLULAR_TRAFFICKING_PROTEINS_INVOLVED_IN_CMT_NEUROPATHY,0.076923077,2,24
BIOCARTA_AHSP_PATHWAY,0.076923077,1,12
BIOCARTA_NKT_PATHWAY,0.076923077,2,24
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,0.076923077,2,24
KEGG_ALZHEIMERS_DISEASE,0.076923077,12,144
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,0.076923077,3,36
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,0.076923077,1,12
REACTOME_SYNTHESIS_OF_PE,0.076923077,1,12
REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION,0.076923077,1,12
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION,0.076923077,1,12
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION,0.076923077,1,12
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,0.076923077,2,24
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,0.076923077,1,12
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA,0.076923077,1,12
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION,0.076923077,5,60
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2,0.076923077,1,12
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING,0.076923077,1,12
REACTOME_NUCLEOBASE_BIOSYNTHESIS,0.076923077,1,12
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING,0.076923077,1,12
KEGG_DILATED_CARDIOMYOPATHY,0.077777778,7,83
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,0.078947368,6,70
REACTOME_SMOOTH_MUSCLE_CONTRACTION,0.078947368,3,35
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,0.079166667,19,221
WP_LUNG_FIBROSIS,0.079365079,5,58
WP_SYNAPTIC_VESICLE_PATHWAY,0.08,4,46
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG,0.08,2,23
PID_INTEGRIN_A9B1_PATHWAY,0.08,2,23
REACTOME_DEADENYLATION_OF_MRNA,0.08,2,23
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION,0.08,2,23
REACTOME_SARS_COV_1_INFECTION,0.08,4,46
WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY,0.081081081,3,34
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,0.081081081,6,68
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,0.081632653,8,90
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,0.081632653,4,45
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,0.082191781,6,67
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY,0.082191781,6,67
WP_IL1_AND_MEGAKARYOCYTES_IN_OBESITY,0.083333333,2,22
WP_NRF2_PATHWAY,0.083333333,12,132
WP_NANOPARTICLE_TRIGGERED_REGULATED_NECROSIS,0.083333333,1,11
WP_PURINE_METABOLISM,0.083333333,1,11
BIOCARTA_BARRESTIN_PATHWAY,0.083333333,1,11
BIOCARTA_TCYTOTOXIC_PATHWAY,0.083333333,1,11
BIOCARTA_THELPER_PATHWAY,0.083333333,1,11
KEGG_DNA_REPLICATION,0.083333333,3,33
REACTOME_INOSITOL_PHOSPHATE_METABOLISM,0.083333333,4,44
REACTOME_MTORC1_MEDIATED_SIGNALLING,0.083333333,2,22
REACTOME_INFLUENZA_INFECTION,0.083333333,13,143
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION,0.083333333,1,11
REACTOME_MICRORNA_MIRNA_BIOGENESIS,0.083333333,2,22
REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS,0.083333333,1,11
REACTOME_OTHER_INTERLEUKIN_SIGNALING,0.083333333,2,22
REACTOME_PHYSIOLOGICAL_FACTORS,0.083333333,1,11
REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,0.083333333,2,22
REACTOME_JOSEPHIN_DOMAIN_DUBS,0.083333333,1,11
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION,0.083333333,4,44
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS,0.083333333,1,11
REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION,0.083333333,1,11
REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7,0.083333333,1,11
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,0.084745763,5,54
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,0.085,17,183
REACTOME_LEISHMANIA_INFECTION,0.085020243,21,226
REACTOME_HIV_TRANSCRIPTION_INITIATION,0.085106383,4,43
REACTOME_INTERLEUKIN_12_SIGNALING,0.085106383,4,43
REACTOME_HEMOSTASIS,0.085284281,51,547
REACTOME_M_PHASE,0.085470085,30,321
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.085714286,6,64
KEGG_LEISHMANIA_INFECTION,0.085714286,6,64
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME,0.085714286,6,64
REACTOME_STRIATED_MUSCLE_CONTRACTION,0.085714286,3,32
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.085714286,9,96
WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALLING,0.086956522,6,63
WP_NOCGMPPKG_MEDIATED_NEUROPROTECTION,0.086956522,4,42
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,0.086956522,8,84
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,0.086956522,8,84
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,0.087014726,65,682
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,0.0875,7,73
REACTOME_GLUCOSE_METABOLISM,0.087912088,8,83
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,0.088235294,3,31
REACTOME_REGULATION_OF_RAS_BY_GAPS,0.088235294,6,62
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING,0.088235294,3,31
WP_ALLOGRAFT_REJECTION,0.090909091,8,80
WP_GENE_REGULATORY_NETWORK_MODELLING_SOMITOGENESIS,0.090909091,1,10
WP_AUTOSOMAL_RECESSIVE_OSTEOPETROSIS_PATHWAYS,0.090909091,1,10
WP_DISRUPTION_OF_POSTSYNAPTIC_SIGNALLING_BY_CNV,0.090909091,3,30
WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME,0.090909091,8,80
WP_SARSCOV2_INNATE_IMMUNITY_EVASION_AND_CELLSPECIFIC_IMMUNE_RESPONSE,0.090909091,6,60
BIOCARTA_AKAP95_PATHWAY,0.090909091,1,10
BIOCARTA_PLCE_PATHWAY,0.090909091,1,10
BIOCARTA_AKAP13_PATHWAY,0.090909091,1,10
KEGG_LYSINE_DEGRADATION,0.090909091,4,40
KEGG_BASE_EXCISION_REPAIR,0.090909091,3,30
PID_PLK1_PATHWAY,0.090909091,4,40
REACTOME_FORMATION_OF_APOPTOSOME,0.090909091,1,10
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING,0.090909091,1,10
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,0.090909091,2,20
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,0.090909091,5,50
REACTOME_HS_GAG_DEGRADATION,0.090909091,2,20
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS,0.090909091,1,10
REACTOME_DSCAM_INTERACTIONS,0.090909091,1,10
REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS,0.090909091,1,10
REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION,0.090909091,1,10
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION,0.090909091,4,40
REACTOME_RECEPTOR_MEDIATED_MITOPHAGY,0.090909091,1,10
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,0.090909091,5,50
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS,0.090909091,2,20
REACTOME_HIV_INFECTION,0.091304348,21,209
REACTOME_G_PROTEIN_MEDIATED_EVENTS,0.092592593,5,49
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,0.092783505,9,88
REACTOME_HIV_TRANSCRIPTION_ELONGATION,0.093023256,4,39
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,0.093023256,4,39
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,0.093333333,7,68
WP_INITIATION_OF_TRANSCRIPTION_AND_TRANSLATION_ELONGATION_AT_THE_HIV1_LTR,0.09375,3,29
REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,0.09375,3,29
REACTOME_PLASMA_LIPOPROTEIN_REMODELING,0.09375,3,29
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,0.094339623,5,48
PID_BMP_PATHWAY,0.095238095,4,38
REACTOME_PI_METABOLISM,0.095238095,8,76
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,0.095652174,55,520
REACTOME_SARS_COV_INFECTIONS,0.095890411,14,132
WP_MRNA_PROCESSING,0.096,12,113
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,0.096118299,52,489
WP_BASE_EXCISION_REPAIR,0.096774194,3,28
WP_SARSCOV2_MITOCHONDRIAL_INTERACTIONS,0.096774194,3,28
REACTOME_CA2_PATHWAY,0.096774194,6,56
REACTOME_G2_M_CHECKPOINTS,0.097014925,13,121
REACTOME_DAG_AND_IP3_SIGNALING,0.097560976,4,37
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,0.097560976,4,37
WP_TRANSLATION_FACTORS,0.098039216,5,46
WP_TYROBP_CAUSAL_NETWORK,0.098360656,6,55
REACTOME_AURKA_ACTIVATION_BY_TPX2,0.098591549,7,64
BIOCARTA_RANMS_PATHWAY,0.1,1,9
WP_VITAMIN_D_METABOLISM,0.1,1,9
WP_INTERLEUKIN1_INDUCED_ACTIVATION_OF_NFKAPPAB,0.1,1,9
WP_TYPE_III_INTERFERON_SIGNALING,0.1,1,9
WP_NONHOMOLOGOUS_END_JOINING,0.1,1,9
WP_LIVER_X_RECEPTOR_PATHWAY,0.1,1,9
WP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PATHWAY,0.1,3,27
WP_FERROPTOSIS,0.1,4,36
WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS,0.1,3,27
WP_SARSCOV2_AND_COVID19_PATHWAY,0.1,1,9
BIOCARTA_CELL2CELL_PATHWAY,0.1,1,9
PID_P38_GAMMA_DELTA_PATHWAY,0.1,1,9
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX,0.1,3,27
REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB,0.1,1,9
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,0.1,7,63
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION,0.1,1,9
REACTOME_P75NTR_REGULATES_AXONOGENESIS,0.1,1,9
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM,0.1,1,9
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE,0.1,2,18
REACTOME_NETRIN_1_SIGNALING,0.1,5,45
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING,0.1,1,9
REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO,0.1,1,9
REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION,0.1,2,18
REACTOME_ORGANIC_CATION_TRANSPORT,0.1,1,9
REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM,0.1,1,9
REACTOME_LAGGING_STRAND_SYNTHESIS,0.1,2,18
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS,0.1,1,9
REACTOME_DEATH_RECEPTOR_SIGNALLING,0.1,14,126
REACTOME_MRNA_EDITING,0.1,1,9
REACTOME_CHYLOMICRON_ASSEMBLY,0.1,1,9
REACTOME_CHYLOMICRON_REMODELING,0.1,1,9
REACTOME_HDL_REMODELING,0.1,1,9
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION,0.1,2,18
REACTOME_CELL_CELL_COMMUNICATION,0.100775194,13,116
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,0.100775194,26,232
REACTOME_CLEC7A_DECTIN_1_SIGNALING,0.101010101,10,89
WP_NOVEL_INTRACELLULAR_COMPONENTS_OF_RIGILIKE_RECEPTOR_RLR_PATHWAY,0.101694915,6,53
KEGG_CALCIUM_SIGNALING_PATHWAY,0.101694915,18,159
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,0.101851852,11,97
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,0.102189781,14,123
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,0.102564103,4,35
REACTOME_REGULATION_OF_INSULIN_SECRETION,0.102564103,8,70
REACTOME_INFECTIOUS_DISEASE,0.102756892,82,716
WP_INFLAMMATORY_RESPONSE_PATHWAY,0.103448276,3,26
WP_CANNABINOID_RECEPTOR_SIGNALING,0.103448276,3,26
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS,0.103448276,3,26
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION,0.103448276,3,26
WP_DIFFERENTIATION_PATHWAY,0.104166667,5,43
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,0.104575163,16,137
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,0.104651163,9,77
REACTOME_CELL_CYCLE_CHECKPOINTS,0.104651163,27,231
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,0.10483871,13,111
REACTOME_MITOTIC_PROMETAPHASE,0.105,21,179
BIOCARTA_CHREBP_PATHWAY,0.105263158,2,17
WP_MITOCHONDRIAL_GENE_EXPRESSION,0.105263158,2,17
PID_AURORA_B_PATHWAY,0.105263158,4,34
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,0.105263158,2,17
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT,0.105263158,2,17
REACTOME_RHO_GTPASE_CYCLE,0.105263158,16,136
REACTOME_EPHRIN_SIGNALING,0.105263158,2,17
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,0.105263158,6,51
REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND,0.105263158,2,17
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS,0.105263158,6,51
REACTOME_STABILIZATION_OF_P53,0.105263158,6,51
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY,0.105263158,2,17
REACTOME_LDL_CLEARANCE,0.105263158,2,17
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,0.106060606,28,236
REACTOME_INTERFERON_SIGNALING,0.106060606,21,177
KEGG_OOCYTE_MEIOSIS,0.107142857,12,100
PID_IL8_CXCR1_PATHWAY,0.107142857,3,25
REACTOME_SIGNALING_BY_BMP,0.107142857,3,25
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION,0.107142857,3,25
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,0.107692308,14,116
WP_PHOTODYNAMIC_THERAPYINDUCED_HIF1_SURVIVAL_SIGNALING,0.108108108,4,33
REACTOME_CA_DEPENDENT_EVENTS,0.108108108,4,33
REACTOME_HIV_LIFE_CYCLE,0.108108108,16,132
REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES,0.108108108,4,33
WP_ALZHEIMERS_DISEASE,0.108433735,9,74
WP_G_PROTEIN_SIGNALING_PATHWAYS,0.108695652,10,82
WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS,0.108695652,5,41
PID_RHOA_REG_PATHWAY,0.108695652,5,41
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR,0.109090909,6,49
BIOCARTA_MTA3_PATHWAY,0.111111111,2,16
BIOCARTA_BBCELL_PATHWAY,0.111111111,1,8
BIOCARTA_CDC25_PATHWAY,0.111111111,1,8
BIOCARTA_FLUMAZENIL_PATHWAY,0.111111111,1,8
BIOCARTA_IFNA_PATHWAY,0.111111111,1,8
BIOCARTA_RECK_PATHWAY,0.111111111,1,8
WP_FOLATEALCOHOL_AND_CANCER_PATHWAY_HYPOTHESES,0.111111111,1,8
WP_NLR_PROTEINS,0.111111111,1,8
WP_ATR_SIGNALING,0.111111111,1,8
WP_SUPRESSION_OF_HMGB1_MEDIATED_INFLAMMATION_BY_THBD,0.111111111,1,8
WP_NOTCH_SIGNALING,0.111111111,5,40
WP_SIMPLIFIED_INTERACTION_MAP_BETWEEN_LOXL4_AND_OXIDATIVE_STRESS_PATHWAY,0.111111111,2,16
WP_COMPOSITION_OF_LIPID_PARTICLES,0.111111111,1,8
WP_MACROPHAGE_MARKERS,0.111111111,1,8
WP_OVERVIEW_OF_INTERFERONSMEDIATED_SIGNALING_PATHWAY,0.111111111,4,32
WP_EICOSANOID_METABOLISM_VIA_CYTOCHROME_P450_MONOOXYGENASES_CYP_PATHWAY,0.111111111,1,8
WP_SOMITOGENESIS_IN_THE_CONTEXT_OF_SPONDYLOCOSTAL_DYSOSTOSIS,0.111111111,1,8
WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME,0.111111111,2,16
BIOCARTA_CACAM_PATHWAY,0.111111111,1,8
BIOCARTA_MCM_PATHWAY,0.111111111,2,16
BIOCARTA_RNA_PATHWAY,0.111111111,1,8
BIOCARTA_TCAPOPTOSIS_PATHWAY,0.111111111,1,8
BIOCARTA_MEF2D_PATHWAY,0.111111111,2,16
REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1,0.111111111,1,8
REACTOME_G0_AND_EARLY_G1,0.111111111,3,24
REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION,0.111111111,1,8
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,0.111111111,2,16
REACTOME_CALCINEURIN_ACTIVATES_NFAT,0.111111111,1,8
REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION,0.111111111,1,8
REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS,0.111111111,1,8
REACTOME_ACTIVATION_OF_SMO,0.111111111,2,16
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2,0.111111111,2,16
REACTOME_MAPK6_MAPK4_SIGNALING,0.111111111,10,80
REACTOME_REGULATION_OF_PTEN_MRNA_TRANSLATION,0.111111111,1,8
REACTOME_OAS_ANTIVIRAL_RESPONSE,0.111111111,1,8
REACTOME_ROBO_RECEPTORS_BIND_AKAP5,0.111111111,1,8
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS,0.111111111,1,8
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION,0.111111111,3,24
REACTOME_CD163_MEDIATING_AN_ANTI_INFLAMMATORY_RESPONSE,0.111111111,1,8
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,0.111111111,9,72
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,0.1125,9,71
REACTOME_HATS_ACETYLATE_HISTONES,0.1125,9,71
REACTOME_GLYCOLYSIS,0.112676056,8,63
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.112903226,7,55
REACTOME_CELL_CYCLE_MITOTIC,0.113131313,56,439
REACTOME_SNRNP_ASSEMBLY,0.113207547,6,47
REACTOME_HCMV_LATE_EVENTS,0.113207547,6,47
WP_NEURODEGENERATION_WITH_BRAIN_IRON_ACCUMULATION_NBIA_SUBTYPES_PATHWAY,0.113636364,5,39
REACTOME_BASE_EXCISION_REPAIR,0.113636364,5,39
REACTOME_DEVELOPMENTAL_BIOLOGY,0.114206128,123,954
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,0.114285714,8,62
WP_IL18_SIGNALING_PATHWAY,0.114814815,31,239
PID_INSULIN_GLUCOSE_PATHWAY,0.115384615,3,23
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,0.115384615,9,69
REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE,0.115384615,3,23
REACTOME_SYNDECAN_INTERACTIONS,0.115384615,3,23
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,0.115384615,3,23
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES,0.115384615,21,161
REACTOME_REGULATION_OF_IFNA_SIGNALING,0.115384615,3,23
WP_VITAMIN_D_RECEPTOR_PATHWAY,0.116022099,21,160
REACTOME_PROGRAMMED_CELL_DEATH,0.116022099,21,160
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,0.11627907,5,38
REACTOME_TNF_SIGNALING,0.11627907,5,38
